design_label,design_size,no_of_instances,no_of_gates,no_of_inputs,no_of_outputs,num_macros,pin_density,congestion_risk_score
8139,27858,22289,7188,49,72,3705,0.4201,0.45
8140,1884,45239,7712,42,48,5603,0.4505,0.13
8141,19994,28830,7454,82,10,14358,0.4839,0.18
8142,3886,9336,13383,84,91,5591,0.4447,0.58
8143,21750,46637,9887,54,61,3955,0.7888,0.02
8144,28806,7161,9592,28,62,1130,0.8622,0.6
8145,9290,18688,15954,21,76,11847,0.5836,0.32
8146,5528,4002,8606,22,34,17257,0.6073,0.83
8147,6781,34220,13405,46,56,3300,0.2493,0.6
8148,6993,34464,12856,21,15,2165,0.6992,0.71
8149,29809,41635,19633,20,51,5170,0.6089,0.11
8150,12761,33547,9868,89,9,8289,0.2353,0.27
8151,14992,28974,14914,92,7,17874,0.3389,1.0
8152,9743,20196,1031,56,19,11977,0.3414,0.43
8153,10043,12120,10278,40,6,994,0.3197,0.36
8154,10572,44964,3602,95,6,19702,0.6611,0.87
8155,13092,44253,17355,43,76,19553,0.8499,0.03
8156,21142,41377,11988,85,58,10225,0.7341,0.53
8157,23566,21785,16368,29,50,3355,0.5342,0.21
8158,11226,38602,5102,46,98,15395,0.4828,0.37
8159,6969,15775,5456,25,45,1967,0.4705,0.2
8160,28410,24465,17908,72,73,6819,0.6209,0.04
8161,24091,22376,12900,93,34,12427,0.4515,0.42
8162,7769,12793,12651,63,48,418,0.3583,0.79
8163,11638,23613,7148,34,14,1242,0.622,0.95
8164,10165,23721,6769,61,92,17820,0.4735,0.62
8165,22703,23811,15906,37,87,12235,0.2099,0.39
8166,21018,40275,8644,94,34,11244,0.2156,0.77
8167,28479,44654,662,93,93,10138,0.3919,0.51
8168,22463,27885,7336,57,79,18981,0.5587,0.37
8169,10271,2642,10118,20,53,14518,0.448,0.18
8170,25374,17162,9855,53,39,17987,0.2168,0.8
8171,17796,5466,3067,92,69,19244,0.3562,0.5
8172,3062,26565,9976,9,21,14826,0.2675,0.96
8173,13951,32386,11790,81,35,11274,0.864,0.8
8174,19422,40278,10622,98,74,161,0.419,0.42
8175,13079,42703,16287,64,81,17497,0.2103,0.74
8176,26976,13747,10052,75,56,1442,0.6624,0.45
8177,19681,38409,15868,85,30,17631,0.3627,0.08
8178,5396,43301,3251,59,9,390,0.5967,0.52
8179,23688,43415,802,95,18,5065,0.3055,0.87
8180,14845,9960,7606,39,55,2911,0.8888,0.86
8181,5830,10845,1391,73,19,12533,0.8792,0.57
8182,14021,6918,14031,46,16,13945,0.6592,0.38
8183,226,14201,8746,73,50,16162,0.695,0.01
8184,5702,5128,14575,28,68,19740,0.4981,0.31
8185,17675,32825,19916,75,76,12842,0.8735,0.99
8186,19123,48666,5615,75,63,15480,0.4966,0.73
8187,12681,43822,14997,59,99,6412,0.3676,0.72
8188,28592,21187,7980,18,30,9782,0.2808,0.76
8189,16097,45638,6567,59,33,6358,0.3457,0.62
8190,17850,9538,14337,19,8,3634,0.6005,0.59
8191,9311,18256,11879,9,54,18360,0.3716,0.45
8192,22937,18648,2472,8,96,3569,0.658,0.44
8193,15097,39979,14010,34,29,14393,0.4675,0.87
8194,6771,24867,8915,88,44,7837,0.8208,0.39
8195,23167,38981,6035,57,36,9647,0.5909,0.84
8196,12371,2663,6997,94,79,7599,0.6358,0.84
8197,29190,48757,13840,77,41,2063,0.5896,0.77
8198,21023,8598,14789,34,14,497,0.8199,0.04
8199,8976,8231,11021,90,42,18154,0.2444,0.15
8200,28305,25207,3718,98,65,13515,0.2471,0.31
8201,2987,28893,10794,88,31,83,0.6912,0.85
8202,9754,2796,19572,96,85,16930,0.7376,0.87
8203,4186,23805,4559,65,11,1453,0.5035,0.04
8204,18745,23497,2550,75,77,3269,0.4466,0.32
8205,4280,7804,19227,72,13,8127,0.3946,0.85
8206,2941,16542,9954,96,63,2760,0.3641,0.25
8207,26443,9865,16733,59,40,14276,0.8384,0.98
8208,28856,10102,12466,75,34,12927,0.4066,0.49
8209,6140,11490,14883,77,99,5720,0.6537,0.94
8210,20044,44536,18340,46,23,13014,0.751,0.43
8211,10404,19046,2535,81,45,3652,0.2154,0.32
8212,4858,49112,14053,33,59,4146,0.2237,0.36
8213,17110,6741,7509,39,91,2384,0.4332,0.88
8214,28835,33809,6170,49,88,6166,0.6872,0.33
8215,28090,45683,8535,78,10,15589,0.3826,0.67
8216,16334,39409,14301,98,92,1329,0.201,0.47
8217,5114,15724,18307,94,26,19679,0.4017,0.94
8218,1475,10066,6222,96,74,4999,0.2631,0.16
8219,1281,23914,18522,33,28,99,0.3536,0.43
8220,22192,34289,6537,74,66,5701,0.4332,0.12
8221,590,5865,10014,7,46,10016,0.2896,0.58
8222,3829,30322,11105,97,26,4096,0.6945,0.4
8223,6074,49687,6930,61,86,16499,0.3791,0.06
8224,20018,17323,19860,70,20,6589,0.6628,0.85
8225,19780,36869,578,26,17,4273,0.6193,0.38
8226,18424,12747,10375,31,41,16621,0.8286,0.49
8227,29084,38116,18358,26,56,5352,0.2616,0.41
8228,21498,5059,17296,78,28,12915,0.3502,0.49
8229,1982,27357,10604,53,87,19322,0.8056,0.02
8230,21392,32084,19928,87,88,716,0.7755,0.82
8231,3087,22312,15463,28,95,9174,0.3345,0.33
8232,5685,27315,14177,31,21,5188,0.2754,0.72
8233,3259,36757,18076,40,20,15887,0.7994,0.06
8234,29451,29157,15743,21,5,3902,0.3247,0.52
8235,4630,34194,9262,60,89,4190,0.8098,0.91
8236,17165,38769,5246,14,95,16183,0.8728,0.4
8237,21738,36226,13900,58,5,13583,0.3546,0.2
8238,1173,34453,7049,85,34,10418,0.7883,0.1
8239,13843,13600,7372,78,88,667,0.4967,0.86
8240,18871,44428,3193,78,28,13100,0.7521,0.24
8241,27070,16872,13862,42,50,13994,0.4852,0.98
8242,2793,48686,17904,85,6,17226,0.2493,0.25
8243,9662,3432,5728,94,19,12235,0.6989,0.48
8244,29420,49955,1432,94,33,2494,0.3055,0.46
8245,4440,22318,9578,8,66,10564,0.8489,0.06
8246,2256,35688,7164,54,17,1400,0.4924,0.53
8247,16284,15572,9484,95,87,14600,0.2574,0.67
8248,8066,5059,1755,65,69,18709,0.3599,0.74
8249,2680,17543,6047,25,49,18640,0.8038,0.52
8250,7357,45234,8012,40,51,1967,0.4248,0.81
8251,29067,25974,11441,50,20,10319,0.7994,0.75
8252,2259,1401,14585,99,7,658,0.3206,0.19
8253,16272,43419,19028,75,74,17217,0.5278,0.4
8254,14000,24180,12179,48,99,11171,0.8148,0.14
8255,11540,20783,17749,68,9,15932,0.2339,0.13
8256,14778,29756,8809,22,30,7116,0.413,0.71
8257,28407,22555,2754,92,96,2439,0.8369,0.53
8258,14536,4212,5775,17,19,217,0.6176,0.6
8259,12121,45631,174,17,77,15620,0.7014,0.73
8260,6872,44642,9779,29,59,6825,0.7895,0.28
8261,1727,16982,12817,9,26,3306,0.5665,0.4
8262,11764,32245,4857,43,41,2529,0.7918,0.61
8263,8319,41488,18404,33,89,9221,0.6471,0.1
8264,23564,32835,16059,61,33,2866,0.68,0.83
8265,18469,7345,19196,50,30,9032,0.307,0.34
8266,28829,44699,17248,37,74,13079,0.8573,0.66
8267,9813,2205,3151,92,15,17908,0.7573,1.0
8268,8588,42613,1704,14,24,11428,0.3779,0.48
8269,2281,21811,16565,62,88,4051,0.606,0.22
8270,11694,5730,444,29,95,10690,0.4635,0.22
8271,18780,3306,7369,78,74,7521,0.6623,0.06
8272,7264,19053,3623,43,37,11916,0.8956,0.77
8273,19081,35496,9223,20,34,7790,0.232,0.29
8274,1001,10168,7156,64,54,6076,0.8668,0.17
8275,22544,13494,11197,32,38,11403,0.2507,0.71
8276,9390,1167,5110,80,9,11431,0.5225,0.31
8277,18161,15345,16376,48,84,7356,0.5375,0.6
8278,2981,9959,12892,62,16,15288,0.3881,0.42
8279,29963,29264,10983,36,80,8993,0.5967,0.33
8280,13158,39510,6682,67,79,13878,0.7838,0.49
8281,5722,15477,6805,97,56,17666,0.4058,0.31
8282,24536,36934,11180,49,55,14472,0.2493,0.87
8283,1478,33815,5639,57,25,9100,0.6426,0.07
8284,17732,20873,11662,65,75,15272,0.7262,0.03
8285,28411,34039,14893,54,62,4778,0.8682,0.41
8286,5750,48699,18938,31,68,19133,0.3117,0.17
8287,12533,6214,19467,30,97,7329,0.831,0.74
8288,22563,33039,12065,7,10,18434,0.5375,0.35
8289,9556,12918,12722,94,53,289,0.365,0.26
8290,26583,9435,3026,43,76,2240,0.8739,0.36
8291,7136,42919,17905,69,41,15339,0.3669,0.22
8292,6587,6309,11941,39,14,4741,0.7134,0.3
8293,17542,43248,6645,57,84,2065,0.7494,0.57
8294,27425,3677,17576,95,70,16596,0.5014,0.86
8295,18532,8480,13454,50,60,8591,0.683,0.37
8296,22599,4176,19002,72,87,80,0.6007,0.32
8297,4348,33025,18042,87,75,6651,0.3344,0.78
8298,18960,40645,12875,26,70,10380,0.7319,0.02
8299,28692,41305,18331,64,49,18609,0.8496,0.3
8300,4703,11195,2242,10,91,19260,0.542,0.45
8301,27873,48147,12314,56,99,17281,0.896,0.6
8302,29262,19279,1141,77,72,17225,0.4996,0.16
8303,20037,40068,17133,79,68,16942,0.5358,0.43
8304,12732,28500,10143,90,20,13077,0.6717,0.57
8305,26437,18861,2228,77,14,8027,0.33,0.51
8306,320,47715,17166,33,25,4382,0.8314,0.57
8307,14326,41909,13642,47,96,14344,0.7609,0.66
8308,4918,1910,8754,78,16,9254,0.8107,0.38
8309,23676,21674,2737,38,17,19458,0.6267,0.06
8310,21107,28662,3806,35,85,3120,0.8186,0.06
8311,7449,40763,6111,90,86,17508,0.676,0.86
8312,5718,18610,8673,50,14,16902,0.5581,0.68
8313,27564,7053,4544,8,96,18349,0.8523,0.76
8314,9956,39191,1329,6,17,13704,0.5078,0.93
8315,23693,22231,6588,9,38,17169,0.5504,0.75
8316,28662,26983,2271,50,63,8183,0.3187,0.69
8317,4676,38473,5214,83,53,16087,0.8634,0.66
8318,27653,5991,904,23,10,11098,0.3547,0.26
8319,18355,35944,3262,42,16,16129,0.341,0.96
8320,24399,18828,19020,63,33,16529,0.2708,0.54
8321,15307,33487,19202,83,81,9153,0.5174,0.22
8322,1562,11194,14435,76,30,4438,0.3915,0.21
8323,22005,2507,12580,24,72,11548,0.7185,0.82
8324,16005,12744,3390,80,83,8960,0.4153,0.25
8325,25020,35872,9861,72,20,11246,0.7045,0.04
8326,16352,20398,325,57,57,7708,0.3372,0.43
8327,8336,43546,12345,59,23,10670,0.361,0.82
8328,7913,36907,764,43,51,15315,0.7643,0.41
8329,2168,34172,6104,40,94,7240,0.4598,0.8
8330,5853,38498,859,62,36,19243,0.2782,0.83
8331,7337,28769,13265,19,74,14749,0.873,0.86
8332,14275,30261,9103,5,74,11461,0.3242,0.59
8333,23500,7382,86,99,65,10855,0.3051,0.7
8334,6291,26639,10323,13,9,15212,0.4509,0.26
8335,17998,3407,19742,27,63,6085,0.2669,0.1
8336,19082,17845,12549,56,6,14207,0.3089,0.53
8337,14722,39533,11453,30,6,6178,0.7925,0.01
8338,1101,37162,15087,64,7,6028,0.3201,0.47
8339,17517,34655,19089,22,74,14867,0.278,0.1
8340,14977,1173,14067,82,99,15825,0.816,0.11
8341,10332,32783,17415,62,47,3034,0.5107,0.87
8342,23383,25841,14746,69,9,19230,0.31,0.64
8343,24949,22386,6497,81,54,5494,0.6071,0.65
8344,21535,3699,12633,83,14,4981,0.2291,0.4
8345,27323,27393,201,73,31,3858,0.4992,0.41
8346,26455,15489,14307,18,28,8730,0.6132,0.3
8347,4576,44213,11536,82,26,13769,0.87,0.43
8348,16962,12418,13557,50,93,7361,0.4285,0.59
8349,615,48975,9564,73,7,19147,0.7355,0.19
8350,12578,3155,5698,79,20,6168,0.2929,0.26
8351,1291,17143,1561,36,34,5763,0.5035,0.49
8352,10960,6420,18692,55,47,14757,0.3562,0.38
8353,13548,39381,16665,73,8,17848,0.5447,0.82
8354,6397,4742,19176,19,44,12646,0.4921,0.82
8355,26087,27258,7799,57,20,4149,0.8858,0.34
8356,27956,9421,621,75,76,3867,0.8422,0.45
8357,16755,14532,17636,73,92,6532,0.6075,0.98
8358,8434,22857,12282,98,20,9367,0.3236,0.83
8359,24262,37334,9812,19,95,3373,0.5899,0.22
8360,6108,26144,13267,34,70,7696,0.7545,0.28
8361,8087,22071,9281,82,59,19037,0.2266,0.08
8362,29864,44326,6659,28,24,11741,0.5038,0.68
8363,3432,48747,14679,92,55,1615,0.2299,0.32
8364,887,25827,12323,39,88,9160,0.3708,0.54
8365,6322,22659,16604,73,88,15900,0.2645,0.77
8366,9973,8384,5201,16,87,17749,0.8724,0.84
8367,17106,43626,6456,88,61,7417,0.3182,0.33
8368,20325,17765,14344,50,55,4169,0.3051,0.24
8369,3776,27576,14943,73,22,15148,0.8804,0.85
8370,2672,11091,238,40,81,18088,0.5612,0.38
8371,7015,19661,13123,89,85,19892,0.7306,0.82
8372,5133,4611,7195,52,63,9855,0.4291,0.15
8373,7888,10896,5977,71,32,15844,0.573,0.91
8374,15789,3981,649,97,73,291,0.2048,0.48
8375,11552,15768,13183,58,32,4382,0.4862,0.17
8376,21698,35281,12259,93,93,3119,0.5886,0.54
8377,4812,34412,11574,95,88,8535,0.5601,0.87
8378,29803,28206,14367,40,89,15757,0.4841,0.39
8379,166,27322,9195,56,17,13448,0.7515,0.18
8380,15955,15829,14407,26,10,4355,0.5511,0.58
8381,12578,4884,9867,42,33,18066,0.6453,0.83
8382,7633,38494,1920,66,13,19507,0.3292,0.12
8383,15203,37382,18458,69,33,18710,0.8031,0.04
8384,4716,34013,12571,7,42,12747,0.454,0.06
8385,13377,9202,5503,92,69,11556,0.5375,0.23
8386,17624,44366,1877,12,60,15155,0.4465,0.01
8387,26990,38318,16973,43,34,12795,0.8243,0.43
8388,5830,18050,16275,22,63,2651,0.8305,0.7
8389,10824,4607,7252,7,91,10073,0.357,0.71
8390,11872,46403,4488,22,62,14266,0.7269,0.64
8391,23949,37116,19935,84,14,16961,0.272,0.3
8392,16368,13623,12189,5,25,1461,0.2209,0.74
8393,25863,24767,11268,30,60,16823,0.7856,0.58
8394,20955,4092,12974,56,30,9467,0.2918,0.86
8395,13040,41390,19971,16,19,3842,0.3083,0.48
8396,19823,8127,6766,42,85,17274,0.6246,0.18
8397,17032,22244,16138,89,39,9619,0.7717,0.63
8398,29869,25630,6868,45,93,284,0.3327,0.15
8399,24159,44840,4336,57,19,16547,0.2799,0.96
8400,28763,15405,4789,17,79,15367,0.2541,0.7
8401,24748,43661,2139,80,92,3188,0.2174,0.76
8402,14743,21831,5655,17,10,17242,0.2815,0.68
8403,298,20773,6872,22,32,5209,0.8599,0.1
8404,27877,33397,3371,23,67,16844,0.2667,0.47
8405,26457,25942,11823,23,33,17752,0.6183,0.65
8406,17055,23927,18983,74,52,5734,0.8447,0.23
8407,17274,37602,1266,52,67,9302,0.6395,0.68
8408,9930,46766,4935,75,62,116,0.2229,0.82
8409,26507,26273,12220,75,25,6596,0.6175,0.27
8410,26531,19009,8983,32,80,14035,0.8321,0.2
8411,13898,31107,9956,96,26,18687,0.4258,0.88
8412,17658,13085,12286,23,31,8237,0.4195,0.01
8413,28416,22625,2847,84,89,12219,0.3742,0.26
8414,11569,46857,868,85,83,13413,0.5539,0.41
8415,278,35610,8484,90,61,10715,0.3666,0.67
8416,18728,37503,7976,87,86,17389,0.7067,1.0
8417,20570,37293,12767,52,14,4354,0.6514,0.37
8418,17218,41529,12119,33,26,2060,0.4805,0.95
8419,22716,3930,62,52,48,16050,0.7058,0.37
8420,898,633,5944,23,88,15587,0.2689,0.7
8421,7701,47118,19451,51,87,1938,0.7247,0.17
8422,25463,21046,7442,93,32,16802,0.622,0.46
8423,2895,23604,16152,64,54,1812,0.6411,0.87
8424,12596,45115,739,52,55,17427,0.2453,0.32
8425,4688,28355,19572,24,5,17621,0.6327,0.11
8426,7397,36955,11982,23,38,16810,0.5459,0.52
8427,3184,41821,11816,46,39,52,0.5401,0.44
8428,11210,46161,13342,81,94,17117,0.4253,0.23
8429,831,41950,14913,80,65,813,0.2053,0.91
8430,1229,35223,17436,53,34,15804,0.4958,0.6
8431,28122,34823,7458,19,80,2532,0.4806,0.35
8432,1705,35839,10744,64,82,10971,0.496,1.0
8433,12070,5639,8192,72,72,17158,0.6284,0.14
8434,11037,7593,1815,83,80,19274,0.4099,0.85
8435,11462,35704,15287,85,92,18857,0.3886,0.23
8436,29365,21411,5828,31,44,13104,0.5484,0.24
8437,3033,37807,2341,79,99,2525,0.6146,0.5
8438,15287,3744,4916,59,69,6099,0.5971,0.66
8439,25891,20545,8479,91,41,9306,0.8171,0.69
8440,25000,36034,10634,19,68,6047,0.7384,0.02
8441,5174,9611,11797,56,5,7474,0.2365,0.29
8442,14137,283,18018,35,19,6836,0.5944,0.66
8443,26526,9575,1357,94,17,13463,0.4925,0.89
8444,7199,19330,2135,11,33,18725,0.4527,0.67
8445,17974,26108,16465,17,59,11134,0.8705,0.27
8446,993,11432,341,58,49,4515,0.5198,0.51
8447,1490,48041,3736,17,8,4996,0.7036,0.65
8448,19873,42856,12629,24,68,10564,0.877,0.14
8449,4339,4822,1692,14,19,8288,0.3057,0.54
8450,20963,15294,8819,56,52,3711,0.2382,0.47
8451,18747,26731,3959,41,80,2614,0.4195,0.34
8452,3532,28012,17657,56,60,19759,0.2311,0.62
8453,2471,17266,12318,31,93,4977,0.2817,0.64
8454,27762,46940,10894,38,95,10908,0.8942,0.97
8455,20796,16076,8688,66,74,17189,0.8721,0.43
8456,1615,38723,4423,20,91,15345,0.6839,0.53
8457,16006,46162,11283,63,19,1502,0.7271,0.16
8458,6426,12146,19013,25,43,6229,0.2983,0.55
8459,14705,33544,17856,20,73,17338,0.6167,0.04
8460,23572,23734,7608,85,91,2504,0.3081,0.15
8461,5686,4190,13321,83,83,19921,0.4649,0.17
8462,3017,45366,6795,17,93,4110,0.4417,0.63
8463,22215,30108,19043,37,64,14797,0.6298,0.57
8464,24170,22207,19515,58,98,12005,0.2558,0.8
8465,16001,45645,6784,73,48,9020,0.2724,0.46
8466,27028,8482,13910,31,47,18224,0.627,0.47
8467,17651,47874,8300,56,8,14276,0.6453,0.16
8468,24786,9134,8700,69,81,13169,0.4379,0.74
8469,21593,8626,16537,48,54,13434,0.3028,0.0
8470,20811,24173,17175,34,43,1651,0.8203,0.42
8471,22294,46798,9814,27,58,3893,0.2371,0.19
8472,20139,1210,10943,83,27,15794,0.7022,0.77
8473,3893,49830,12892,87,64,3725,0.298,0.67
8474,10047,16545,4773,98,84,12099,0.6462,0.71
8475,15959,486,11654,20,39,1055,0.6646,0.15
8476,23222,18684,5253,59,58,281,0.763,0.67
8477,1677,45774,3026,22,62,11895,0.4765,0.69
8478,9588,34551,7476,94,66,16424,0.2153,0.0
8479,28450,47901,8669,21,84,16280,0.7677,0.32
8480,18704,48576,14752,79,52,18567,0.5108,0.09
8481,9264,30649,6536,56,11,15439,0.793,0.68
8482,1130,6421,6540,49,49,18124,0.7432,0.21
8483,15981,24540,14164,60,17,17657,0.5488,0.26
8484,10885,31666,18378,97,57,5020,0.8996,0.08
8485,6791,41546,6023,58,97,18637,0.5235,0.48
8486,20476,32621,13497,13,43,15142,0.6876,0.03
8487,29289,44792,15908,21,88,9139,0.6689,0.85
8488,17397,23898,13221,31,97,14917,0.5626,0.03
8489,6458,13665,16367,41,22,7932,0.6097,0.06
8490,18665,23127,5571,26,26,8393,0.759,0.64
8491,19681,41600,12941,76,40,17785,0.6001,0.92
8492,22524,32195,16845,71,57,16605,0.5151,0.89
8493,1562,5731,10737,42,76,5574,0.6635,0.08
8494,15611,24429,296,76,7,1479,0.2249,0.29
8495,10670,43120,11059,48,66,19867,0.2764,0.52
8496,15997,45306,2221,95,33,3249,0.2878,0.03
8497,11746,38037,11573,40,77,10140,0.498,0.53
8498,15574,6887,15578,29,12,17793,0.8102,0.45
8499,7137,38100,15326,99,98,7482,0.6503,0.59
8500,28229,26975,7507,46,80,14119,0.8808,0.92
8501,9599,24614,2110,17,50,16533,0.228,0.27
8502,21478,22680,3384,60,96,13925,0.7054,0.64
8503,13486,20391,13137,83,60,19876,0.4199,0.43
8504,25865,4388,994,55,53,19483,0.2163,0.44
8505,21792,6834,5411,54,47,13246,0.7781,0.65
8506,6321,17564,14688,81,14,17020,0.3139,0.95
8507,23574,39108,5334,56,17,11209,0.3499,0.86
8508,7869,49449,9294,37,61,16689,0.4383,0.64
8509,17171,7914,10966,99,6,17907,0.7518,0.46
8510,14456,43254,9559,29,69,17154,0.6372,0.42
8511,21145,7951,12814,62,90,18434,0.3854,0.79
8512,25883,1700,14941,44,84,3057,0.3179,0.22
8513,18378,6966,14053,91,46,14016,0.2767,0.59
8514,7489,3792,9916,42,62,13746,0.3049,0.5
8515,5022,20473,383,7,97,12452,0.8077,0.65
8516,13739,33200,9506,20,14,5162,0.8459,0.19
8517,22806,46577,11419,6,67,18165,0.8776,0.7
8518,10103,46977,19379,27,75,18611,0.7843,0.63
8519,19667,14947,13268,34,65,1630,0.8212,0.18
8520,20281,14607,4706,14,5,3276,0.7713,0.45
8521,5278,10063,12460,69,30,4640,0.8706,0.68
8522,15340,6206,2715,26,9,18286,0.792,0.9
8523,26320,7433,7181,56,39,16515,0.5234,0.12
8524,4068,48926,4985,60,17,3062,0.4263,0.01
8525,2816,32013,465,37,31,19150,0.6089,0.17
8526,16674,31383,757,93,16,5351,0.6257,0.99
8527,13611,39523,2734,90,98,17889,0.6024,0.77
8528,17819,38176,7544,84,54,3162,0.6947,0.61
8529,8281,29915,19800,34,63,6638,0.6893,0.13
8530,13095,20684,19937,86,35,5431,0.261,0.42
8531,11398,25482,6230,28,73,14117,0.3999,0.72
8532,16862,1164,14061,9,41,2154,0.8229,0.9
8533,29158,41948,2609,57,6,18487,0.613,0.38
8534,20313,43983,8187,59,75,7776,0.43,1.0
8535,6480,6920,4021,27,69,9840,0.7953,0.14
8536,715,8612,3007,95,7,17378,0.3743,0.39
8537,18814,36825,18163,80,24,8820,0.4864,0.88
8538,18238,19715,10143,14,6,9156,0.3934,0.65
8539,563,39876,13001,37,46,14056,0.8099,0.81
8540,9258,48912,76,84,47,824,0.7098,0.91
8541,20751,17984,2633,97,25,106,0.5222,0.51
8542,3258,47555,3105,66,49,7276,0.8526,0.23
8543,20108,18052,6851,86,24,595,0.8492,0.69
8544,13534,9811,1708,31,47,19414,0.6981,0.56
8545,5038,20573,4001,11,54,4956,0.8244,0.77
8546,5517,18349,7349,31,99,9655,0.7036,0.51
8547,22488,9697,9983,78,47,6445,0.6397,0.81
8548,8981,22084,12329,14,28,14551,0.4945,0.9
8549,27298,48122,4187,79,86,12325,0.3914,0.75
8550,5703,16488,11473,61,88,3438,0.2422,0.74
8551,2312,47237,1764,34,64,19637,0.7606,0.59
8552,22604,40827,11438,7,36,17846,0.2855,0.47
8553,22302,18882,19765,33,9,10871,0.4872,0.97
8554,16866,6708,3397,18,6,621,0.3642,0.65
8555,18740,33215,2036,81,30,18174,0.5182,0.84
8556,28486,45280,3594,87,29,16159,0.4205,0.51
8557,11795,42873,17135,29,54,3977,0.7808,0.55
8558,17896,6600,9696,14,90,16781,0.8847,0.66
8559,9875,35442,3836,83,43,17278,0.8591,0.73
8560,14659,20309,14465,96,90,19099,0.6357,0.45
8561,6246,21077,18905,53,79,4642,0.8855,0.36
8562,471,38140,14334,42,15,10741,0.4805,0.24
8563,22290,49400,6709,75,67,16649,0.5657,0.42
8564,5665,41562,3094,18,72,6663,0.3798,0.21
8565,8902,3621,3933,34,22,11142,0.8286,0.42
8566,8407,1400,19374,44,99,17803,0.3258,0.87
8567,7537,27175,15401,16,32,8527,0.6273,0.98
8568,546,24079,18254,96,46,8102,0.7596,0.58
8569,1491,30902,15812,18,64,3109,0.6168,0.15
8570,11616,12325,19236,5,26,100,0.2551,0.43
8571,17824,11581,18897,72,44,5588,0.628,0.6
8572,29186,21317,3421,53,66,1775,0.737,0.37
8573,15554,44913,8577,22,7,15460,0.3315,0.21
8574,19423,37253,10166,40,75,4616,0.7159,0.23
8575,29819,14855,2838,68,67,11545,0.815,0.47
8576,11991,25014,4175,32,24,7907,0.8905,0.22
8577,15098,35692,3656,96,75,10959,0.487,0.25
8578,6069,26369,17974,36,75,7876,0.2176,0.87
8579,9365,38832,8816,76,97,13841,0.4934,0.78
8580,15961,24655,270,29,30,17763,0.6622,0.06
8581,21297,19974,10255,51,45,4583,0.824,0.32
8582,20053,36635,10883,24,7,19756,0.8567,0.53
8583,5554,46444,803,37,47,19332,0.8367,0.06
8584,3250,45136,13925,34,21,15541,0.6606,0.68
8585,26281,8025,7538,41,88,16957,0.6778,0.38
8586,15486,3207,7256,84,57,4651,0.2017,0.4
8587,6514,20952,9730,57,56,19387,0.4546,0.27
8588,4757,30283,7988,93,37,19623,0.8348,0.33
8589,23431,27717,18395,78,84,18542,0.6827,0.86
8590,10586,8822,6008,73,64,10180,0.5275,0.79
8591,24427,22731,15820,12,91,1254,0.273,0.94
8592,20146,31722,19917,5,72,4132,0.3724,0.7
8593,20966,7983,6685,99,60,3384,0.5884,0.58
8594,21281,19808,8679,11,68,761,0.8283,0.26
8595,14994,46321,17216,66,12,9154,0.2671,0.67
8596,21552,17297,12919,91,73,5760,0.3076,0.91
8597,5580,21234,16653,62,37,9976,0.6585,0.07
8598,8133,40486,9269,92,29,16027,0.4059,0.44
8599,1083,33650,8079,82,75,10378,0.3188,0.15
8600,22091,14742,16322,91,11,381,0.3249,0.81
8601,8643,20539,16723,77,63,15840,0.5448,0.61
8602,10016,32343,16813,12,37,3884,0.6086,0.88
8603,10243,40657,12215,68,45,16227,0.833,0.06
8604,25955,24683,11093,12,37,8949,0.5709,0.91
8605,15681,28449,9620,7,33,7260,0.6839,0.07
8606,2007,14102,6936,62,43,5854,0.3265,0.29
8607,29524,19623,2008,36,61,7783,0.6994,0.16
8608,23408,44849,10369,72,97,302,0.6541,0.15
8609,9316,5107,2233,53,68,9240,0.3513,0.17
8610,8837,20535,3824,42,90,14172,0.6686,0.48
8611,13857,40443,14322,6,70,5877,0.348,0.78
8612,4274,25193,827,13,13,19989,0.6155,0.9
8613,27057,49052,2616,50,33,8534,0.6682,0.57
8614,25564,11394,10145,69,78,7602,0.6853,0.16
8615,15808,38505,11003,53,32,14401,0.8365,0.08
8616,23749,45638,7454,79,57,16470,0.8635,0.49
8617,9397,47410,128,33,50,1494,0.7671,0.77
8618,27225,11008,1631,94,43,7843,0.8151,0.62
8619,2090,49830,14116,95,80,6727,0.2135,0.58
8620,5696,12799,8017,33,62,7911,0.4539,0.05
8621,16474,34733,7889,37,90,13318,0.2278,0.41
8622,20482,1476,2212,32,58,10684,0.3574,0.55
8623,3875,14355,17919,99,10,6470,0.4672,0.6
8624,27488,13747,13963,87,49,4428,0.8073,0.0
8625,25596,38276,19054,30,44,18096,0.5582,0.2
8626,21129,8263,1014,33,27,1048,0.6542,0.95
8627,18545,39151,10789,15,46,4352,0.454,0.51
8628,20971,34844,2723,89,42,7880,0.622,0.7
8629,15806,6543,5343,38,20,14948,0.7709,0.31
8630,14745,13424,1768,90,78,18958,0.4109,0.59
8631,13768,21243,10674,52,51,14104,0.8526,0.36
8632,29745,40463,1278,31,25,6785,0.3493,0.3
8633,16060,5020,10652,76,78,180,0.8435,0.41
8634,28315,17475,1890,44,79,12473,0.2198,0.46
8635,11457,38096,16931,35,25,11659,0.5799,0.33
8636,4535,11848,16970,69,29,10459,0.8896,0.26
8637,19128,28635,19739,43,65,19450,0.6268,0.62
